N-gram-feat-comb,char N-gram,word N-gram,func N-gram,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
4-1-0 char-word-func,4,1,0,24701,norm,MultinomialNB,0.57,0.59,0.66,0.63,0.77,0.76,0.86,0.73,0.8
4-1-0 char-word-func,4,1,0,24701,norm,BernoulliNB,0.57,0.59,0.63,0.63,0.63,0.66,0.73,0.66,0.61
4-1-0 char-word-func,4,1,0,24701,norm,AdaBoostClassifier,0.7,0.69,0.76,0.66,0.75,0.72,0.8,0.65,0.8
4-1-0 char-word-func,4,1,0,24701,relat,LogisticRegression,0.55,0.5,0.62,0.04,0.57,0.5,0.81,0.0,0.73
4-1-0 char-word-func,4,1,0,24701,relat,LinearSVC,0.56,0.54,0.62,0.37,0.59,0.52,0.0,0.09,0.74
4-1-0 char-word-func,4,1,0,24701,relat,SVC,0.55,0.5,0.59,0.0,0.57,0.5,0.0,0.0,0.73
4-1-0 char-word-func,4,1,0,24701,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.66,0.64,0.64,0.56,0.72
4-1-0 char-word-func,4,1,0,24701,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.52,0.79,0.09,0.74
4-1-0 char-word-func,4,1,0,24701,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.74,0.73,0.82,0.68,0.79
4-1-0 char-word-func,4,1,0,24701,relat,BernoulliNB,0.57,0.59,0.63,0.63,0.63,0.66,0.73,0.66,0.61
4-1-0 char-word-func,4,1,0,24701,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.75,0.72,0.8,0.65,0.8
4-1-0 char-word-func,4,1,0,24701,none (tf),LogisticRegression,0.63,0.63,0.68,0.6,0.71,0.7,0.76,0.64,0.76
4-1-0 char-word-func,4,1,0,24701,none (tf),LinearSVC,0.63,0.63,0.69,0.62,0.7,0.69,0.0,0.64,0.74
4-1-0 char-word-func,4,1,0,24701,none (tf),SVC,0.6,0.6,0.67,0.58,0.69,0.67,0.0,0.59,0.75
4-1-0 char-word-func,4,1,0,24701,none (tf),DecisionTreeClassifier,0.65,0.65,0.65,0.61,0.66,0.64,0.64,0.56,0.72
4-1-0 char-word-func,4,1,0,24701,none (tf),RandomForestClassifier,0.58,0.54,0.69,0.15,0.59,0.52,0.79,0.09,0.74
4-1-0 char-word-func,4,1,0,24701,none (tf),MultinomialNB,0.57,0.59,0.63,0.61,0.71,0.72,0.77,0.69,0.73
4-1-0 char-word-func,4,1,0,24701,none (tf),BernoulliNB,0.57,0.59,0.63,0.63,0.63,0.66,0.73,0.66,0.61
4-1-0 char-word-func,4,1,0,24701,none (tf),AdaBoostClassifier,0.7,0.69,0.76,0.66,0.75,0.72,0.8,0.65,0.8
5-1-0 char-word-func,5,1,0,35946,tfidf,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.74,0.0,0.73
5-1-0 char-word-func,5,1,0,35946,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
5-1-0 char-word-func,5,1,0,35946,tfidf,SVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
5-1-0 char-word-func,5,1,0,35946,tfidf,DecisionTreeClassifier,0.57,0.57,0.57,0.53,0.6,0.6,0.6,0.55,0.64
5-1-0 char-word-func,5,1,0,35946,tfidf,RandomForestClassifier,0.56,0.52,0.68,0.08,0.61,0.55,0.75,0.18,0.75
5-1-0 char-word-func,5,1,0,35946,tfidf,MultinomialNB,0.54,0.51,0.58,0.26,0.61,0.54,0.75,0.15,0.74
5-1-0 char-word-func,5,1,0,35946,tfidf,BernoulliNB,0.55,0.57,0.6,0.61,0.63,0.65,0.7,0.65,0.6
5-1-0 char-word-func,5,1,0,35946,tfidf,AdaBoostClassifier,0.66,0.66,0.72,0.63,0.68,0.66,0.74,0.57,0.75
5-1-0 char-word-func,5,1,0,35946,norm,LogisticRegression,0.64,0.63,0.69,0.54,0.76,0.72,0.84,0.62,0.83
5-1-0 char-word-func,5,1,0,35946,norm,LinearSVC,0.65,0.65,0.72,0.6,0.79,0.76,0.0,0.71,0.83
5-1-0 char-word-func,5,1,0,35946,norm,SVC,0.65,0.64,0.72,0.56,0.77,0.74,0.0,0.66,0.83
5-1-0 char-word-func,5,1,0,35946,norm,DecisionTreeClassifier,0.59,0.58,0.58,0.54,0.7,0.68,0.68,0.62,0.75
5-1-0 char-word-func,5,1,0,35946,norm,RandomForestClassifier,0.57,0.52,0.7,0.08,0.59,0.52,0.78,0.09,0.74
5-1-0 char-word-func,5,1,0,35946,norm,MultinomialNB,0.55,0.57,0.62,0.61,0.77,0.76,0.81,0.71,0.8
5-1-0 char-word-func,5,1,0,35946,norm,BernoulliNB,0.55,0.57,0.6,0.61,0.63,0.65,0.7,0.65,0.6
5-1-0 char-word-func,5,1,0,35946,norm,AdaBoostClassifier,0.65,0.65,0.73,0.62,0.71,0.69,0.75,0.64,0.75
5-1-0 char-word-func,5,1,0,35946,relat,LogisticRegression,0.54,0.49,0.58,0.05,0.57,0.5,0.75,0.0,0.73
5-1-0 char-word-func,5,1,0,35946,relat,LinearSVC,0.53,0.52,0.59,0.35,0.6,0.53,0.0,0.1,0.74
5-1-0 char-word-func,5,1,0,35946,relat,SVC,0.55,0.5,0.56,0.0,0.57,0.5,0.0,0.0,0.73
5-1-0 char-word-func,5,1,0,35946,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.7,0.68,0.68,0.62,0.75
5-1-0 char-word-func,5,1,0,35946,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.52,0.78,0.09,0.74
5-1-0 char-word-func,5,1,0,35946,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.7,0.69,0.77,0.64,0.74
5-1-0 char-word-func,5,1,0,35946,relat,BernoulliNB,0.55,0.57,0.6,0.61,0.63,0.65,0.7,0.65,0.6
5-1-0 char-word-func,5,1,0,35946,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.71,0.69,0.75,0.64,0.75
5-1-0 char-word-func,5,1,0,35946,none (tf),LogisticRegression,0.62,0.62,0.67,0.59,0.7,0.68,0.75,0.61,0.76
5-1-0 char-word-func,5,1,0,35946,none (tf),LinearSVC,0.62,0.62,0.69,0.61,0.67,0.65,0.0,0.59,0.72
5-1-0 char-word-func,5,1,0,35946,none (tf),SVC,0.62,0.62,0.67,0.6,0.67,0.66,0.0,0.59,0.73
5-1-0 char-word-func,5,1,0,35946,none (tf),DecisionTreeClassifier,0.59,0.58,0.58,0.54,0.7,0.68,0.68,0.62,0.75
5-1-0 char-word-func,5,1,0,35946,none (tf),RandomForestClassifier,0.57,0.52,0.7,0.08,0.59,0.52,0.78,0.09,0.74
5-1-0 char-word-func,5,1,0,35946,none (tf),MultinomialNB,0.55,0.57,0.6,0.61,0.68,0.68,0.75,0.65,0.7
5-1-0 char-word-func,5,1,0,35946,none (tf),BernoulliNB,0.55,0.57,0.6,0.61,0.63,0.65,0.7,0.65,0.6
5-1-0 char-word-func,5,1,0,35946,none (tf),AdaBoostClassifier,0.65,0.65,0.74,0.62,0.71,0.69,0.75,0.64,0.75
6-1-0 char-word-func,6,1,0,41125,tfidf,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.74,0.0,0.73
6-1-0 char-word-func,6,1,0,41125,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
6-1-0 char-word-func,6,1,0,41125,tfidf,SVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
6-1-0 char-word-func,6,1,0,41125,tfidf,DecisionTreeClassifier,0.62,0.61,0.61,0.56,0.65,0.64,0.64,0.6,0.68
6-1-0 char-word-func,6,1,0,41125,tfidf,RandomForestClassifier,0.58,0.53,0.67,0.13,0.61,0.55,0.75,0.18,0.75
6-1-0 char-word-func,6,1,0,41125,tfidf,MultinomialNB,0.56,0.53,0.58,0.33,0.61,0.55,0.75,0.18,0.75
6-1-0 char-word-func,6,1,0,41125,tfidf,BernoulliNB,0.53,0.55,0.59,0.6,0.63,0.65,0.7,0.65,0.6
6-1-0 char-word-func,6,1,0,41125,tfidf,AdaBoostClassifier,0.67,0.67,0.73,0.63,0.66,0.65,0.73,0.6,0.7
6-1-0 char-word-func,6,1,0,41125,norm,LogisticRegression,0.64,0.63,0.67,0.54,0.74,0.71,0.82,0.59,0.81
6-1-0 char-word-func,6,1,0,41125,norm,LinearSVC,0.66,0.65,0.7,0.61,0.77,0.75,0.0,0.7,0.82
6-1-0 char-word-func,6,1,0,41125,norm,SVC,0.65,0.64,0.69,0.57,0.75,0.72,0.0,0.63,0.81
6-1-0 char-word-func,6,1,0,41125,norm,DecisionTreeClassifier,0.61,0.61,0.61,0.56,0.63,0.62,0.62,0.57,0.68
6-1-0 char-word-func,6,1,0,41125,norm,RandomForestClassifier,0.57,0.52,0.7,0.08,0.58,0.51,0.78,0.05,0.73
6-1-0 char-word-func,6,1,0,41125,norm,MultinomialNB,0.53,0.55,0.59,0.6,0.73,0.72,0.79,0.68,0.77
6-1-0 char-word-func,6,1,0,41125,norm,BernoulliNB,0.53,0.55,0.59,0.6,0.63,0.65,0.7,0.65,0.6
6-1-0 char-word-func,6,1,0,41125,norm,AdaBoostClassifier,0.65,0.65,0.73,0.62,0.68,0.68,0.76,0.64,0.72
6-1-0 char-word-func,6,1,0,41125,relat,LogisticRegression,0.52,0.48,0.55,0.05,0.57,0.5,0.75,0.0,0.73
6-1-0 char-word-func,6,1,0,41125,relat,LinearSVC,0.53,0.51,0.55,0.36,0.6,0.54,0.0,0.13,0.74
6-1-0 char-word-func,6,1,0,41125,relat,SVC,0.54,0.49,0.53,0.01,0.57,0.5,0.0,0.0,0.73
6-1-0 char-word-func,6,1,0,41125,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.63,0.62,0.62,0.57,0.68
6-1-0 char-word-func,6,1,0,41125,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.78,0.05,0.73
6-1-0 char-word-func,6,1,0,41125,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.7,0.69,0.77,0.66,0.73
6-1-0 char-word-func,6,1,0,41125,relat,BernoulliNB,0.53,0.55,0.59,0.6,0.63,0.65,0.7,0.65,0.6
6-1-0 char-word-func,6,1,0,41125,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.68,0.68,0.76,0.64,0.72
6-1-0 char-word-func,6,1,0,41125,none (tf),LogisticRegression,0.62,0.62,0.67,0.59,0.69,0.67,0.75,0.59,0.76
6-1-0 char-word-func,6,1,0,41125,none (tf),LinearSVC,0.62,0.63,0.68,0.61,0.68,0.66,0.0,0.59,0.74
6-1-0 char-word-func,6,1,0,41125,none (tf),SVC,0.63,0.63,0.67,0.61,0.69,0.68,0.0,0.61,0.75
